256 256
-1.482 -6.0 -7.15155
-1.435 -6.0 -7.152
-1.388 -6.0 -7.14004
-1.341 -6.0 -7.11573
-1.294 -6.0 -7.08415
-1.247 -6.0 -7.05127
-1.2 -6.0 -7.01922
-1.153 -6.0 -6.99046
-1.106 -6.0 -6.96831
-1.059 -6.0 -6.95682
-1.012 -6.0 -6.95746
-0.965 -6.0 -6.96529
-0.918 -6.0 -6.97366
-0.871 -6.0 -6.97715
-0.824 -6.0 -6.97653
-0.776 -6.0 -6.97629
-0.729 -6.0 -6.97984
-0.682 -6.0 -6.98642
-0.635 -6.0 -6.99294
-0.588 -6.0 -6.99792
-0.541 -6.0 -7.00206
-0.494 -6.0 -7.00648
-0.447 -6.0 -7.01467
-0.4 -6.0 -7.02739
-0.353 -6.0 -7.04288
-0.306 -6.0 -7.05895
-0.259 -6.0 -7.07104
-0.212 -6.0 -7.07784
-0.165 -6.0 -7.08123
-0.118 -6.0 -7.08226
-0.071 -6.0 -7.08344
-0.024 -6.0 -7.08169
0.024 -6.0 -7.07381
0.071 -6.0 -7.05764
0.118 -6.0 -7.03783
0.165 -6.0 -7.02154
0.212 -6.0 -7.01087
0.259 -6.0 -7.00744
0.306 -6.0 -7.01096
0.353 -6.0 -7.02184
0.4 -6.0 -7.04182
0.447 -6.0 -7.07059
0.494 -6.0 -7.10294
0.541 -6.0 -7.12822
0.588 -6.0 -7.13523
0.635 -6.0 -7.12008
0.682 -6.0 -7.08982
0.729 -6.0 -7.05841
0.776 -6.0 -7.03618
0.824 -6.0 -7.02912
0.871 -6.0 -7.03583
0.918 -6.0 -7.04869
0.965 -6.0 -7.05799
1.012 -6.0 -7.05737
1.059 -6.0 -7.04708
1.106 -6.0 -7.0301
1.153 -6.0 -7.01334
1.2 -6.0 -7.0021
1.247 -6.0 -6.99824
1.294 -6.0 -6.99957
1.341 -6.0 -7.00099
1.388 -6.0 -7.00127
1.435 -6.0 -7.00276
1.482 -6.0 -7.00935
1.529 -6.0 -7.02385
1.576 -6.0 -7.04638
1.624 -6.0 -7.07365
1.671 -6.0 -7.1004
1.718 -6.0 -7.12023
1.765 -6.0 -7.12512
1.812 -6.0 -7.11661
1.859 -6.0 -7.10176
1.906 -6.0 -7.08991
1.953 -6.0 -7.0848
2.0 -6.0 -7.08539
2.047 -6.0 -7.08604
2.094 -6.0 -7.08451
2.141 -6.0 -7.08065
2.188 -6.0 -7.07505
2.235 -6.0 -7.07052
2.282 -6.0 -7.06997
2.329 -6.0 -7.07687
2.376 -6.0 -7.09127
2.424 -6.0 -7.11115
2.471 -6.0 -7.12869
2.518 -6.0 -7.13959
2.565 -6.0 -7.14053
2.612 -6.0 -7.13514
2.659 -6.0 -7.13004
2.706 -6.0 -7.13091
2.753 -6.0 -7.13987
2.8 -6.0 -7.15537
2.847 -6.0 -7.17585
2.894 -6.0 -7.19925
2.941 -6.0 -7.22584
2.988 -6.0 -7.2503
3.035 -6.0 -7.26423
3.082 -6.0 -7.26022
3.129 -6.0 -7.24181
3.176 -6.0 -7.22016
3.224 -6.0 -7.20895
3.271 -6.0 -7.21414
3.318 -6.0 -7.23241
3.365 -6.0 -7.25518
3.412 -6.0 -7.27207
3.459 -6.0 -7.28002
3.506 -6.0 -7.28504
3.553 -6.0 -7.29458
3.6 -6.0 -7.30801
3.647 -6.0 -7.31999
3.694 -6.0 -7.32425
3.741 -6.0 -7.32061
3.788 -6.0 -7.31526
3.835 -6.0 -7.31712
3.882 -6.0 -7.33024
3.929 -6.0 -7.35876
3.976 -6.0 -7.40013
4.024 -6.0 -7.44692
4.071 -6.0 -7.48778
4.118 -6.0 -7.51126
4.165 -6.0 -7.5137
4.212 -6.0 -7.49752
4.259 -6.0 -7.47431
4.306 -6.0 -7.45248
4.353 -6.0 -7.43748
4.4 -6.0 -7.43169
4.447 -6.0 -7.43185
4.494 -6.0 -7.43245
4.541 -6.0 -7.42909
4.588 -6.0 -7.42147
4.635 -6.0 -7.41265
4.682 -6.0 -7.40906
4.729 -6.0 -7.41347
4.776 -6.0 -7.42674
4.824 -6.0 -7.44249
4.871 -6.0 -7.45286
4.918 -6.0 -7.45102
4.965 -6.0 -7.43637
5.012 -6.0 -7.41514
5.059 -6.0 -7.39305
5.106 -6.0 -7.37632
5.153 -6.0 -7.36758
5.2 -6.0 -7.36507
5.247 -6.0 -7.3655
5.294 -6.0 -7.36826
5.341 -6.0 -7.37349
5.388 -6.0 -7.38252
5.435 -6.0 -7.39349
5.482 -6.0 -7.40368
5.529 -6.0 -7.41545
5.576 -6.0 -7.43299
5.624 -6.0 -7.45655
5.671 -6.0 -7.48139
5.718 -6.0 -7.50419
5.765 -6.0 -7.5238
5.812 -6.0 -7.54295
5.859 -6.0 -7.56134
5.906 -6.0 -7.57747
5.953 -6.0 -7.58894
6.0 -6.0 -7.59569
-6.0 -5.953 -7.57293
-5.953 -5.953 -7.55139
-5.906 -5.953 -7.52457
-5.859 -5.953 -7.49409
-5.812 -5.953 -7.46241
-5.765 -5.953 -7.43251
-5.718 -5.953 -7.40857
-5.671 -5.953 -7.39358
-5.624 -5.953 -7.38884
-5.576 -5.953 -7.3934
-5.529 -5.953 -7.40536
-5.482 -5.953 -7.42069
-5.435 -5.953 -7.43512
-5.388 -5.953 -7.44607
-5.341 -5.953 -7.454
-5.294 -5.953 -7.46291
-5.247 -5.953 -7.47347
-5.2 -5.953 -7.48243
-5.153 -5.953 -7.48423
-5.106 -5.953 -7.48031
-5.059 -5.953 -7.47566
-5.012 -5.953 -7.47743
-4.965 -5.953 -7.48692
-4.918 -5.953 -7.50329
-4.871 -5.953 -7.51924
-4.824 -5.953 -7.52625
-4.776 -5.953 -7.52285
-4.729 -5.953 -7.51163
-4.682 -5.953 -7.49616
-4.635 -5.953 -7.47971
-4.588 -5.953 -7.46297
-4.541 -5.953 -7.44687
-4.494 -5.953 -7.432
-4.447 -5.953 -7.41986
-4.4 -5.953 -7.41135
-4.353 -5.953 -7.4085
-4.306 -5.953 -7.41126
-4.259 -5.953 -7.41523
-4.212 -5.953 -7.41376
-4.165 -5.953 -7.40314
-4.118 -5.953 -7.38893
-4.071 -5.953 -7.38401
-4.024 -5.953 -7.39525
-3.976 -5.953 -7.41781
-3.929 -5.953 -7.4324
-3.882 -5.953 -7.42063
-3.835 -5.953 -7.38049
-3.788 -5.953 -7.32798
-3.741 -5.953 -7.28054
-3.694 -5.953 -7.24699
-3.647 -5.953 -7.22929
-3.6 -5.953 -7.22425
-3.553 -5.953 -7.22807
-3.506 -5.953 -7.23926
-3.459 -5.953 -7.2573
-3.412 -5.953 -7.27977
-3.365 -5.953 -7.30003
-3.318 -5.953 -7.30815
-3.271 -5.953 -7.29365
-3.224 -5.953 -7.25849
-3.176 -5.953 -7.21282
-3.129 -5.953 -7.16991
-3.082 -5.953 -7.13822
-3.035 -5.953 -7.11412
-2.988 -5.953 -7.08992
-2.941 -5.953 -7.06119
-2.894 -5.953 -7.0304
-2.847 -5.953 -7.00391
-2.8 -5.953 -6.98524
-2.753 -5.953 -6.97363
-2.706 -5.953 -6.96449
-2.659 -5.953 -6.95561
-2.612 -5.953 -6.94656
-2.565 -5.953 -6.93822
-2.518 -5.953 -6.93451
-2.471 -5.953 -6.93758
-2.424 -5.953 -6.94971
-2.376 -5.953 -6.96829
-2.329 -5.953 -6.98493
-2.282 -5.953 -6.99246
-2.235 -5.953 -6.99309
-2.188 -5.953 -6.99504
-2.141 -5.953 -7.0049
-2.094 -5.953 -7.02469
-2.047 -5.953 -7.04745
-2.0 -5.953 -7.06646
-1.953 -5.953 -7.07663
-1.906 -5.953 -7.07788
-1.859 -5.953 -7.07221
-1.812 -5.953 -7.06471
-1.765 -5.953 -7.05867
-1.718 -5.953 -7.05454
-1.671 -5.953 -7.05134
-1.624 -5.953 -7.04885
-1.576 -5.953 -7.04911
-1.529 -5.953 -7.05572
-1.482 -5.953 -7.06788
-1.435 -5.953 -7.07632
-1.388 -5.953 -7.07138
-1.341 -5.953 -7.05039
-1.294 -5.953 -7.01764
-1.247 -5.953 -6.9806
-1.2 -5.953 -6.94384
-1.153 -5.953 -6.91178
-1.106 -5.953 -6.88811
-1.059 -5.953 -6.87703
-1.012 -5.953 -6.87993
-0.965 -5.953 -6.8919
-0.918 -5.953 -6.90509
-0.871 -5.953 -6.91172
-0.824 -5.953 -6.91053
-0.776 -5.953 -6.90626
-0.729 -5.953 -6.90415
-0.682 -5.953 -6.90504
-0.635 -5.953 -6.90715
-0.588 -5.953 -6.90921
-0.541 -5.953 -6.91155
-0.494 -5.953 -6.91513
-0.447 -5.953 -6.92287
-0.4 -5.953 -6.93509
-0.353 -5.953 -6.95054
-0.306 -5.953 -6.96787
-0.259 -5.953 -6.98381
-0.212 -5.953 -6.99642
-0.165 -5.953 -7.00557
-0.118 -5.953 -7.01017
-0.071 -5.953 -7.01225
-0.024 -5.953 -7.01084
0.024 -5.953 -7.00467
0.071 -5.953 -6.99173
0.118 -5.953 -6.97476
0.165 -5.953 -6.95933
0.212 -5.953 -6.94695
0.259 -5.953 -6.94045
0.306 -5.953 -6.94075
0.353 -5.953 -6.94954
0.4 -5.953 -6.96809
0.447 -5.953 -6.99536
0.494 -5.953 -7.02582
0.541 -5.953 -7.04957
0.588 -5.953 -7.05663
0.635 -5.953 -7.04376
0.682 -5.953 -7.01645
0.729 -5.953 -6.98636
0.776 -5.953 -6.96258
0.824 -5.953 -6.95114
0.871 -5.953 -6.95195
0.918 -5.953 -6.95969
0.965 -5.953 -6.96643
1.012 -5.953 -6.96645
1.059 -5.953 -6.95883
1.106 -5.953 -6.94532
1.153 -5.953 -6.93226
1.2 -5.953 -6.92529
1.247 -5.953 -6.92677
1.294 -5.953 -6.93453
1.341 -5.953 -6.94285
1.388 -5.953 -6.949
1.435 -5.953 -6.95375
1.482 -5.953 -6.96036
1.529 -5.953 -6.97177
1.576 -5.953 -6.98938
1.624 -5.953 -7.01163
1.671 -5.953 -7.03369
1.718 -5.953 -7.04912
1.765 -5.953 -7.04882
1.812 -5.953 -7.03402
1.859 -5.953 -7.01301
1.906 -5.953 -6.99675
1.953 -5.953 -6.99018
2.0 -5.953 -6.99152
2.047 -5.953 -6.9936
2.094 -5.953 -6.99211
2.141 -5.953 -6.98592
2.188 -5.953 -6.9769
2.235 -5.953 -6.96943
2.282 -5.953 -6.96725
2.329 -5.953 -6.97428
2.376 -5.953 -6.98993
2.424 -5.953 -7.01161
2.471 -5.953 -7.03095
2.518 -5.953 -7.04358
2.565 -5.953 -7.04678
2.612 -5.953 -7.04436
2.659 -5.953 -7.04352
2.706 -5.953 -7.04942
2.753 -5.953 -7.06416
2.8 -5.953 -7.08584
2.847 -5.953 -7.11225
2.894 -5.953 -7.13952
2.941 -5.953 -7.16652
2.988 -5.953 -7.18803
3.035 -5.953 -7.19779
3.082 -5.953 -7.19028
3.129 -5.953 -7.16986
3.176 -5.953 -7.14737
3.224 -5.953 -7.13641
3.271 -5.953 -7.14328
3.318 -5.953 -7.16403
3.365 -5.953 -7.18906
3.412 -5.953 -7.20753
3.459 -5.953 -7.21752
3.506 -5.953 -7.22632
3.553 -5.953 -7.24205
3.6 -5.953 -7.26283
3.647 -5.953 -7.28078
3.694 -5.953 -7.28626
3.741 -5.953 -7.27785
3.788 -5.953 -7.26377
3.835 -5.953 -7.25688
3.882 -5.953 -7.26503
3.929 -5.953 -7.29383
3.976 -5.953 -7.34062
4.024 -5.953 -7.39508
4.071 -5.953 -7.44124
4.118 -5.953 -7.4636
4.165 -5.953 -7.45935
4.212 -5.953 -7.43514
4.259 -5.953 -7.40713
4.306 -5.953 -7.38503
4.353 -5.953 -7.37419
4.4 -5.953 -7.3753
4.447 -5.953 -7.38301
4.494 -5.953 -7.38976
4.541 -5.953 -7.38997
4.588 -5.953 -7.38332
4.635 -5.953 -7.37346
4.682 -5.953 -7.36771
4.729 -5.953 -7.36949
4.776 -5.953 -7.38106
4.824 -5.953 -7.39724
4.871 -5.953 -7.41031
4.918 -5.953 -7.41176
4.965 -5.953 -7.39901
5.012 -5.953 -7.37751
5.059 -5.953 -7.35362
5.106 -5.953 -7.33526
5.153 -5.953 -7.32693
5.2 -5.953 -7.3277
5.247 -5.953 -7.33422
5.294 -5.953 -7.3445
5.341 -5.953 -7.35656
5.388 -5.953 -7.37005
5.435 -5.953 -7.38189
5.482 -5.953 -7.38899
5.529 -5.953 -7.39503
5.576 -5.953 -7.40708
5.624 -5.953 -7.42769
5.671 -5.953 -7.45352
5.718 -5.953 -7.48081
5.765 -5.953 -7.50617
5.812 -5.953 -7.5304
5.859 -5.953 -7.5525
5.906 -5.953 -7.57099
5.953 -5.953 -7.58407
6.0 -5.953 -7.5919
-6.0 -5.906 -7.57182
-5.953 -5.906 -7.55068
-5.906 -5.906 -7.52406
-5.859 -5.906 -7.49261
-5.812 -5.906 -7.45809
-5.765 -5.906 -7.42388
-5.718 -5.906 -7.39518
-5.671 -5.906 -7.37617
-5.624 -5.906 -7.36914
-5.576 -5.906 -7.37403
-5.529 -5.906 -7.38905
-5.482 -5.906 -7.41004
-5.435 -5.906 -7.43122
-5.388 -5.906 -7.44797
-5.341 -5.906 -7.45854
-5.294 -5.906 -7.46658
-5.247 -5.906 -7.47299
-5.2 -5.906 -7.47599
-5.153 -5.906 -7.47242
-5.106 -5.906 -7.46471
-5.059 -5.906 -7.45884
-5.012 -5.906 -7.4612
-4.965 -5.906 -7.47166
-4.918 -5.906 -7.48658
-4.871 -5.906 -7.49771
-4.824 -5.906 -7.49824
-4.776 -5.906 -7.48998
-4.729 -5.906 -7.47686
-4.682 -5.906 -7.46076
-4.635 -5.906 -7.44193
-4.588 -5.906 -7.42085
-4.541 -5.906 -7.40046
-4.494 -5.906 -7.38473
-4.447 -5.906 -7.37682
-4.4 -5.906 -7.37627
-4.353 -5.906 -7.38216
-4.306 -5.906 -7.3909
-4.259 -5.906 -7.39693
-4.212 -5.906 -7.39414
-4.165 -5.906 -7.3813
-4.118 -5.906 -7.3662
-4.071 -5.906 -7.36205
-4.024 -5.906 -7.37469
-3.976 -5.906 -7.39712
-3.929 -5.906 -7.40817
-3.882 -5.906 -7.38943
-3.835 -5.906 -7.34237
-3.788 -5.906 -7.28592
-3.741 -5.906 -7.23789
-3.694 -5.906 -7.20643
-3.647 -5.906 -7.19223
-3.6 -5.906 -7.19056
-3.553 -5.906 -7.19571
-3.506 -5.906 -7.20475
-3.459 -5.906 -7.21678
-3.412 -5.906 -7.23049
-3.365 -5.906 -7.24108
-3.318 -5.906 -7.24031
-3.271 -5.906 -7.21886
-3.224 -5.906 -7.17845
-3.176 -5.906 -7.12903
-3.129 -5.906 -7.08425
-3.082 -5.906 -7.05298
-3.035 -5.906 -7.03212
-2.988 -5.906 -7.01364
-2.941 -5.906 -6.9908
-2.894 -5.906 -6.96427
-2.847 -5.906 -6.93947
-2.8 -5.906 -6.92027
-2.753 -5.906 -6.90656
-2.706 -5.906 -6.89538
-2.659 -5.906 -6.88668
-2.612 -5.906 -6.88177
-2.565 -5.906 -6.88147
-2.518 -5.906 -6.88782
-2.471 -5.906 -6.9003
-2.424 -5.906 -6.91944
-2.376 -5.906 -6.94126
-2.329 -5.906 -6.95789
-2.282 -5.906 -6.9637
-2.235 -5.906 -6.96363
-2.188 -5.906 -6.96615
-2.141 -5.906 -6.97638
-2.094 -5.906 -6.99401
-2.047 -5.906 -7.01131
-2.0 -5.906 -7.02323
-1.953 -5.906 -7.0269
-1.906 -5.906 -7.02368
-1.859 -5.906 -7.01504
-1.812 -5.906 -7.00454
-1.765 -5.906 -6.99474
-1.718 -5.906 -6.98641
-1.671 -5.906 -6.97971
-1.624 -5.906 -6.97592
-1.576 -5.906 -6.97739
-1.529 -5.906 -6.98747
-1.482 -5.906 -7.00488
-1.435 -5.906 -7.02021
-1.388 -5.906 -7.02233
-1.341 -5.906 -7.00586
-1.294 -5.906 -6.97364
-1.247 -5.906 -6.93417
-1.2 -5.906 -6.89447
-1.153 -5.906 -6.86063
-1.106 -5.906 -6.83631
-1.059 -5.906 -6.82579
-1.012 -5.906 -6.83078
-0.965 -5.906 -6.84719
-0.918 -5.906 -6.8667
-0.871 -5.906 -6.87897
-0.824 -5.906 -6.87952
-0.776 -5.906 -6.87248
-0.729 -5.906 -6.86505
-0.682 -5.906 -6.86008
-0.635 -5.906 -6.85716
-0.588 -5.906 -6.85498
-0.541 -5.906 -6.85345
-0.494 -5.906 -6.85378
-0.447 -5.906 -6.85923
-0.4 -5.906 -6.87048
-0.353 -5.906 -6.88687
-0.306 -5.906 -6.90705
-0.259 -5.906 -6.92795
-0.212 -5.906 -6.94632
-0.165 -5.906 -6.9601
-0.118 -5.906 -6.9669
-0.071 -5.906 -6.96884
-0.024 -5.906 -6.96763
0.024 -5.906 -6.96393
0.071 -5.906 -6.95568
0.118 -5.906 -6.94322
0.165 -5.906 -6.92993
0.212 -5.906 -6.91647
0.259 -5.906 -6.9068
0.306 -5.906 -6.90319
0.353 -5.906 -6.90902
0.4 -5.906 -6.92528
0.447 -5.906 -6.95014
0.494 -5.906 -6.9775
0.541 -5.906 -6.99815
0.588 -5.906 -7.00385
0.635 -5.906 -6.99297
0.682 -5.906 -6.96975
0.729 -5.906 -6.94322
0.776 -5.906 -6.92054
0.824 -5.906 -6.90711
0.871 -5.906 -6.90402
0.918 -5.906 -6.90818
0.965 -5.906 -6.91324
1.012 -5.906 -6.91409
1.059 -5.906 -6.90899
1.106 -5.906 -6.89894
1.153 -5.906 -6.88995
1.2 -5.906 -6.88771
1.247 -5.906 -6.89464
1.294 -5.906 -6.90828
1.341 -5.906 -6.92267
1.388 -5.906 -6.93387
1.435 -5.906 -6.9413
1.482 -5.906 -6.94741
1.529 -5.906 -6.95509
1.576 -5.906 -6.96683
1.624 -5.906 -6.98253
1.671 -5.906 -6.9973
1.718 -5.906 -7.00469
1.765 -5.906 -6.99567
1.812 -5.906 -6.9725
1.859 -5.906 -6.94548
1.906 -5.906 -6.92676
1.953 -5.906 -6.92176
2.0 -5.906 -6.9271
2.047 -5.906 -6.93312
2.094 -5.906 -6.93255
2.141 -5.906 -6.92328
2.188 -5.906 -6.90956
2.235 -5.906 -6.8984
2.282 -5.906 -6.89445
2.329 -5.906 -6.90164
2.376 -5.906 -6.91832
2.424 -5.906 -6.94129
2.471 -5.906 -6.96229
2.518 -5.906 -6.97718
2.565 -5.906 -6.98354
2.612 -5.906 -6.98444
2.659 -5.906 -6.98685
2.706 -5.906 -6.99534
2.753 -5.906 -7.01244
2.8 -5.906 -7.03667
2.847 -5.906 -7.0656
2.894 -5.906 -7.09353
2.941 -5.906 -7.11772
2.988 -5.906 -7.13387
3.035 -5.906 -7.13932
3.082 -5.906 -7.13127
3.129 -5.906 -7.11377
3.176 -5.906 -7.09508
3.224 -5.906 -7.08679
3.271 -5.906 -7.09473
3.318 -5.906 -7.11462
3.365 -5.906 -7.13727
3.412 -5.906 -7.15363
3.459 -5.906 -7.16434
3.506 -5.906 -7.17781
3.553 -5.906 -7.20166
3.6 -5.906 -7.23208
3.647 -5.906 -7.25829
3.694 -5.906 -7.26654
3.741 -5.906 -7.25341
3.788 -5.906 -7.22945
3.835 -5.906 -7.21173
3.882 -5.906 -7.21223
3.929 -5.906 -7.23772
3.976 -5.906 -7.28555
4.024 -5.906 -7.34298
4.071 -5.906 -7.38984
4.118 -5.906 -7.40771
4.165 -5.906 -7.39567
4.212 -5.906 -7.3652
4.259 -5.906 -7.33587
4.306 -5.906 -7.31774
4.353 -5.906 -7.31524
4.4 -5.906 -7.32693
4.447 -5.906 -7.34498
4.494 -5.906 -7.35945
4.541 -5.906 -7.3636
4.588 -5.906 -7.35751
4.635 -5.906 -7.34612
4.682 -5.906 -7.33772
4.729 -5.906 -7.33626
4.776 -5.906 -7.34494
4.824 -5.906 -7.36014
4.871 -5.906 -7.37518
4.918 -5.906 -7.3811
4.965 -5.906 -7.37357
5.012 -5.906 -7.35613
5.059 -5.906 -7.33443
5.106 -5.906 -7.31737
5.153 -5.906 -7.31132
5.2 -5.906 -7.31659
5.247 -5.906 -7.33037
5.294 -5.906 -7.34922
5.341 -5.906 -7.36851
5.388 -5.906 -7.3856
5.435 -5.906 -7.39593
5.482 -5.906 -7.39656
5.529 -5.906 -7.39299
5.576 -5.906 -7.39577
5.624 -5.906 -7.41015
5.671 -5.906 -7.43486
5.718 -5.906 -7.4655
5.765 -5.906 -7.49589
5.812 -5.906 -7.52365
5.859 -5.906 -7.54682
5.906 -5.906 -7.56472
5.953 -5.906 -7.57732
6.0 -5.906 -7.5854
-6.0 -5.859 -7.56764
-5.953 -5.859 -7.54675
-5.906 -5.859 -7.52178
-5.859 -5.859 -7.49264
-5.812 -5.859 -7.45937
-5.765 -5.859 -7.42432
-5.718 -5.859 -7.39274
-5.671 -5.859 -7.37006
-5.624 -5.859 -7.36031
-5.576 -5.859 -7.36496
-5.529 -5.859 -7.38239
-5.482 -5.859 -7.40825
-5.435 -5.859 -7.43548
-5.388 -5.859 -7.45764
-5.341 -5.859 -7.47135
-5.294 -5.859 -7.47947
-5.247 -5.859 -7.48267
-5.2 -5.859 -7.48007
-5.153 -5.859 -7.47072
-5.106 -5.859 -7.4578
-5.059 -5.859 -7.44858
-5.012 -5.859 -7.44876
-4.965 -5.859 -7.45682
-4.918 -5.859 -7.46635
-4.871 -5.859 -7.46867
-4.824 -5.859 -7.45981
-4.776 -5.859 -7.44492
-4.729 -5.859 -7.42901
-4.682 -5.859 -7.41232
-4.635 -5.859 -7.3924
-4.588 -5.859 -7.36977
-4.541 -5.859 -7.3492
-4.494 -5.859 -7.33732
-4.447 -5.859 -7.33813
-4.4 -5.859 -7.34963
-4.353 -5.859 -7.36768
-4.306 -5.859 -7.3848
-4.259 -5.859 -7.39421
-4.212 -5.859 -7.39087
-4.165 -5.859 -7.3764
-4.118 -5.859 -7.36064
-4.071 -5.859 -7.35642
-4.024 -5.859 -7.36857
-3.976 -5.859 -7.38866
-3.929 -5.859 -7.39534
-3.882 -5.859 -7.37149
-3.835 -5.859 -7.32122
-3.788 -5.859 -7.26454
-3.741 -5.859 -7.21863
-3.694 -5.859 -7.19082
-3.647 -5.859 -7.18013
-3.6 -5.859 -7.18021
-3.553 -5.859 -7.18342
-3.506 -5.859 -7.18584
-3.459 -5.859 -7.18686
-3.412 -5.859 -7.18732
-3.365 -5.859 -7.18503
-3.318 -5.859 -7.17432
-3.271 -5.859 -7.14761
-3.224 -5.859 -7.10553
-3.176 -5.859 -7.05667
-3.129 -5.859 -7.01392
-3.082 -5.859 -6.98638
-3.035 -5.859 -6.97181
-2.988 -5.859 -6.96208
-2.941 -5.859 -6.94789
-2.894 -5.859 -6.92725
-2.847 -5.859 -6.90388
-2.8 -5.859 -6.88235
-2.753 -5.859 -6.86413
-2.706 -5.859 -6.84921
-2.659 -5.859 -6.84024
-2.612 -5.859 -6.84012
-2.565 -5.859 -6.84889
-2.518 -5.859 -6.86587
-2.471 -5.859 -6.88709
-2.424 -5.859 -6.9108
-2.376 -5.859 -6.93223
-2.329 -5.859 -6.94572
-2.282 -5.859 -6.9488
-2.235 -5.859 -6.94921
-2.188 -5.859 -6.95428
-2.141 -5.859 -6.96627
-2.094 -5.859 -6.98184
-2.047 -5.859 -6.99274
-2.0 -5.859 -6.9965
-1.953 -5.859 -6.99326
-1.906 -5.859 -6.98592
-1.859 -5.859 -6.97526
-1.812 -5.859 -6.96293
-1.765 -5.859 -6.95028
-1.718 -5.859 -6.93835
-1.671 -5.859 -6.92851
-1.624 -5.859 -6.92337
-1.576 -5.859 -6.92547
-1.529 -5.859 -6.93771
-1.482 -5.859 -6.95862
-1.435 -5.859 -6.97938
-1.388 -5.859 -6.98829
-1.341 -5.859 -6.97732
-1.294 -5.859 -6.94754
-1.247 -5.859 -6.90766
-1.2 -5.859 -6.86681
-1.153 -5.859 -6.83223
-1.106 -5.859 -6.80747
-1.059 -5.859 -6.79696
-1.012 -5.859 -6.80311
-0.965 -5.859 -6.82322
-0.918 -5.859 -6.84926
-0.871 -5.859 -6.86863
-0.824 -5.859 -6.87295
-0.776 -5.859 -6.86484
-0.729 -5.859 -6.85331
-0.682 -5.859 -6.8434
-0.635 -5.859 -6.83587
-0.588 -5.859 -6.82903
-0.541 -5.859 -6.82235
-0.494 -5.859 -6.8179
-0.447 -5.859 -6.82028
-0.4 -5.859 -6.83123
-0.353 -5.859 -6.85055
-0.306 -5.859 -6.87597
-0.259 -5.859 -6.90318
-0.212 -5.859 -6.9269
-0.165 -5.859 -6.94335
-0.118 -5.859 -6.95004
-0.071 -5.859 -6.95021
-0.024 -5.859 -6.94836
0.024 -5.859 -6.94677
0.071 -5.859 -6.94327
